2022-11-23 16:36:55.707990,   0.00 
2022-11-23 16:36:55.809134,   0.00 
2022-11-23 16:36:55.909937,   0.00 
2022-11-23 16:36:56.010224,   0.00 
2022-11-23 16:36:56.112032,   0.00 
2022-11-23 16:36:56.213576,   0.00 
2022-11-23 16:36:56.314134,   0.00 
2022-11-23 16:36:56.416032,   0.00 
2022-11-23 16:36:56.517126,   0.00 
2022-11-23 16:36:56.617211,   0.00 
2022-11-23 16:36:56.718570,   0.00 
2022-11-23 16:36:56.818993,   0.00 
2022-11-23 16:36:56.920197,   0.00 
2022-11-23 16:36:57.020874,   0.00 
2022-11-23 16:36:57.122493,   0.00 
2022-11-23 16:36:57.222824,   0.00 
2022-11-23 16:36:57.326614,   0.00 
2022-11-23 16:36:57.427603,   0.00 
2022-11-23 16:36:57.527808,   0.00 
2022-11-23 16:36:57.628930,   0.00 
2022-11-23 16:36:57.730848,   0.00 
2022-11-23 16:36:57.831970,   0.00 
2022-11-23 16:36:57.932945,   0.00 
2022-11-23 16:36:58.033875,   0.00 
2022-11-23 16:36:58.134767,   0.00 
2022-11-23 16:36:58.235687,   0.00 
2022-11-23 16:36:58.336537,   0.00 
2022-11-23 16:36:58.436765,   0.00 
2022-11-23 16:36:58.538081,   0.00 
2022-11-23 16:36:58.638377,   0.00 
2022-11-23 16:36:58.739585,   0.00 
2022-11-23 16:36:58.840717,   0.00 
2022-11-23 16:36:58.940744,   0.00 
2022-11-23 16:36:59.042504,   0.00 
2022-11-23 16:36:59.143951,   0.00 
2022-11-23 16:36:59.244036,   0.00 
2022-11-23 16:36:59.345371,   0.00 
2022-11-23 16:36:59.445540,   0.00 
2022-11-23 16:36:59.547432,   0.00 
2022-11-23 16:36:59.647545,   0.00 
2022-11-23 16:36:59.748958,   0.00 
2022-11-23 16:36:59.849426,   0.00 
2022-11-23 16:36:59.950495,   0.00 
2022-11-23 16:37:00.051871,   0.00 
2022-11-23 16:37:00.152570,   0.00 
2022-11-23 16:37:00.253592,   0.00 
2022-11-23 16:37:00.354554,   0.00 
2022-11-23 16:37:00.455547,   0.00 
2022-11-23 16:37:00.556317,   0.00 
2022-11-23 16:37:00.657048,   0.00 
2022-11-23 16:37:00.757781,   0.00 
2022-11-23 16:37:00.858470,   0.00 
2022-11-23 16:37:00.959285,   0.00 
2022-11-23 16:37:01.060227,   0.00 
2022-11-23 16:37:01.161404,   0.00 
2022-11-23 16:37:01.262125,   0.00 
2022-11-23 16:37:01.362819,   0.00 
2022-11-23 16:37:01.463546,   0.00 
2022-11-23 16:37:01.564315,   0.00 
2022-11-23 16:37:01.665007,   0.00 
2022-11-23 16:37:01.765788,   0.00 
2022-11-23 16:37:01.866510,   0.00 
