<TYPE>=CHROM
<LAB NAME>=SRI Instruments
<CLIENT>=Blayne Hartman
<CLIENT ID>=N2278
<COLLECTION DATE>=
<HOLDING TIME>=
<METHOD>=1ml valve loop
<LAB ID>=
<DESCRIPTION>=FID
<COLUMN>=6' Haysep D
<CARRIER>=N2@10psi
<TEMPERATURE>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN.tem
<EVENTS>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN_ch1.evt
<COMPONENTS>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN_ch1_FID_COMP.cpt
<SAMPLE>=No injection ECD noise
<OPERATOR>=
<QC BATCH>=
<CONDITIONS>=TYPE YOUR COMMENTS HERE
<DATE>= 3- 5-2022
<TIME>=17:10:42
<RATE>=5Hz
<SIZE>=1950
<SAMP WEIGHT>=100.000000
<STD WEIGHT>=4.000000
<CONTROL FILENAME>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN_TCD_off.CON
-5,-5
-2,-2
-4,-4
2,2
-4,-4
-2,-2
-1,-1
-1,-1
2,2
-5,-5
-5,-5
-6,-6
-5,-5
-5,-5
-9,-9
-9,-9
-10,-10
-8,-8
-12,-12
-12,-12
-10,-10
-8,-8
-8,-8
94,94
134,134
68,68
-42,-42
-115,-115
-113,-113
-95,-95
-73,-73
-61,-61
-51,-51
-37,-37
-32,-32
-22,-22
-20,-20
-18,-18
-18,-18
-17,-17
-16,-16
-15,-15
-14,-14
-9,-9
-10,-10
-10,-10
-10,-10
-10,-10
-16,-16
-13,-13
-17,-17
-16,-16
-16,-16
-16,-16
-16,-16
-16,-16
-15,-15
-14,-14
-13,-13
-15,-15
-17,-17
-16,-16
-18,-18
-17,-17
-16,-16
-16,-16
-16,-16
-16,-16
-18,-18
-16,-16
-18,-18
-17,-17
-16,-16
-13,-13
-11,-11
-11,-11
-11,-11
-16,-16
-18,-18
-13,-13
-10,-10
-8,-8
-8,-8
-14,-14
-15,-15
-18,-18
-19,-19
-17,-17
-19,-19
-18,-18
-20,-20
-21,-21
-20,-20
-17,-17
-18,-18
-17,-17
-19,-19
-18,-18
-18,-18
-24,-24
-21,-21
-23,-23
-19,-19
-24,-24
-22,-22
-21,-21
-19,-19
-16,-16
-19,-19
-18,-18
-18,-18
-21,-21
-22,-22
-23,-23
-26,-26
-27,-27
-26,-26
-23,-23
-17,-17
-22,-22
-21,-21
-23,-23
-22,-22
-22,-22
-24,-24
-28,-28
-30,-30
-29,-29
-29,-29
-26,-26
-27,-27
-27,-27
-27,-27
-29,-29
-30,-30
-27,-27
-26,-26
-28,-28
-33,-33
-30,-30
-30,-30
-29,-29
-29,-29
-26,-26
-33,-33
-34,-34
-33,-33
-32,-32
-27,-27
-24,-24
-24,-24
-27,-27
-26,-26
-26,-26
-26,-26
-24,-24
-26,-26
-27,-27
-30,-30
-32,-32
-34,-34
-33,-33
-33,-33
-28,-28
-32,-32
-35,-35
-37,-37
-32,-32
-28,-28
-25,-25
-33,-33
-34,-34
-38,-38
-35,-35
-34,-34
-34,-34
-33,-33
-33,-33
-33,-33
-33,-33
-35,-35
-39,-39
-39,-39
-37,-37
-41,-41
-36,-36
-32,-32
-29,-29
-32,-32
-28,-28
-35,-35
-34,-34
-38,-38
-42,-42
-39,-39
-43,-43
-41,-41
-38,-38
-38,-38
-35,-35
-38,-38
-40,-40
-43,-43
-38,-38
-41,-41
-39,-39
-44,-44
-44,-44
-45,-45
-46,-46
-41,-41
-43,-43
-42,-42
-48,-48
-45,-45
-41,-41
-39,-39
-39,-39
-43,-43
-41,-41
-38,-38
-34,-34
-35,-35
-37,-37
-40,-40
-38,-38
-37,-37
-41,-41
-43,-43
-43,-43
-41,-41
-39,-39
-39,-39
-38,-38
-38,-38
-41,-41
-42,-42
-41,-41
-40,-40
-37,-37
-37,-37
-40,-40
-43,-43
-41,-41
-43,-43
-45,-45
-42,-42
-42,-42
-42,-42
-41,-41
-38,-38
-36,-36
-36,-36
-36,-36
-42,-42
-43,-43
-42,-42
-41,-41
-43,-43
-41,-41
-43,-43
-38,-38
-38,-38
-35,-35
-36,-36
-38,-38
-36,-36
-36,-36
-36,-36
-40,-40
-38,-38
-38,-38
-38,-38
-35,-35
-40,-40
-40,-40
-44,-44
-41,-41
-41,-41
-41,-41
-39,-39
-41,-41
-42,-42
-41,-41
-41,-41
-43,-43
-42,-42
-42,-42
-42,-42
-42,-42
-41,-41
-41,-41
-41,-41
-43,-43
-42,-42
-41,-41
-41,-41
-43,-43
-46,-46
-46,-46
-45,-45
-44,-44
-41,-41
-46,-46
-43,-43
-46,-46
-44,-44
-48,-48
-45,-45
-40,-40
-42,-42
-40,-40
-39,-39
-38,-38
-37,-37
-42,-42
-43,-43
-46,-46
-44,-44
-43,-43
-39,-39
-41,-41
-39,-39
-43,-43
-41,-41
-44,-44
-45,-45
-46,-46
-45,-45
-49,-49
-49,-49
-47,-47
-46,-46
-45,-45
-49,-49
-47,-47
-49,-49
-47,-47
-49,-49
-48,-48
-47,-47
-45,-45
-47,-47
-48,-48
-46,-46
-45,-45
-45,-45
-45,-45
-45,-45
-45,-45
-45,-45
-45,-45
-44,-44
-41,-41
-42,-42
-48,-48
-49,-49
-50,-50
-46,-46
-47,-47
-45,-45
-45,-45
-49,-49
-49,-49
-48,-48
-46,-46
-44,-44
-41,-41
-42,-42
-44,-44
-48,-48
-45,-45
-47,-47
-45,-45
-49,-49
-49,-49
-50,-50
-49,-49
-48,-48
-50,-50
-48,-48
-48,-48
-47,-47
-47,-47
-42,-42
-44,-44
-44,-44
-46,-46
-51,-51
-48,-48
-50,-50
-48,-48
-52,-52
-50,-50
-52,-52
-49,-49
-49,-49
-46,-46
-49,-49
-48,-48
-52,-52
-51,-51
-51,-51
-53,-53
-56,-56
-54,-54
-52,-52
-49,-49
-52,-52
-51,-51
-55,-55
-54,-54
-54,-54
-53,-53
-50,-50
-46,-46
-42,-42
-36,-36
-28,-28
-23,-23
-7,-7
6,6
22,22
41,41
69,69
