tot_flow [sccm],c2h2,c2h4,c2h6
10.0,0.0,4.21040621997458,37.98687388781322
20.0,4.21040621997458,4.2104062199746295,8.06556850756503
30.0,8.42081243994916,11.908827158776223,8.06556850756503
40.0,20.045543116693363,8.062314099339126,8.424211558482117
50.0,18.191033964412544,14.58527498700001,8.06556850756503
