gas_comp [frac],c2h2,c2h4,c2h6
"0.01C2H2
0.985Ar
0.005H2",1310.8976536383836,0.0,0.0
"0.01C2H2
0.98Ar
0.01H2",110.08957659076017,113.68124881473486,0.0
"0.01C2H2
0.97Ar
0.02H2",82.03992095695764,44.2927263342061,0.0
"0.01C2H2
0.94Ar
0.05H2",8.062314099339169,29.96989112233865,0.0
"0.01C2H2
0.89Ar
0.1H2",4.861758328999997,27.92867529326852,0.0
"0.01C2H2
0.84Ar
0.15H2",0.0,20.62669369755659,0.0
"0.01C2H2
0.79Ar
0.2H2",4.861758328999997,14.585274986999934,0.0
