temp [K],c2h2,c2h4,c2h6
300.0,8041.3489248199985,0.0,0.0
320.0,7990.3004623655,0.0,0.0
340.0,7453.076167010999,542.0867023375,0.0
360.0,2511.0988255825,5034.3513983335,0.0
380.0,1708.9087012975,6004.272184968999,0.0
400.0,1290.7974850035,6563.3743928039985,0.0
420.0,986.937589441,6986.347367426999,0.0
440.0,770.5893438004999,7261.036713015499,0.0
460.0,632.0292314239999,7482.246716985,0.0
480.0,551.8102189955,7652.4082585,0.0
