power [mW],c2h2,c2h4,c2h6
0.0,768.3885609930566,130.90684927061935,540.0923053955404
50.0,94.61711193693412,17.529318944123563,121.98149736786321
100.0,136.88677513851016,48.31276785072535,192.8850128840933
150.0,8.062314099339229,4.2104062199746295,22.155302698058737
200.0,8.062314099339229,6.875564565852152,11.913634238305692
250.0,11.908827158776223,8.062314099339108,18.198376899684263
300.0,10.595956622014086,4.210406219974531,10.600233752372427
