<TYPE>=CHROM
<LAB NAME>=SRI Instruments
<CLIENT>=Blayne Hartman
<CLIENT ID>=N2278
<COLLECTION DATE>=
<HOLDING TIME>=
<METHOD>=1ml valve loop
<LAB ID>=
<DESCRIPTION>=FID
<COLUMN>=6' Haysep D
<CARRIER>=N2@10psi
<TEMPERATURE>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN.tem
<EVENTS>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN_ch1.evt
<COMPONENTS>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN_ch1_FID_COMP.cpt
<SAMPLE>=No injection ECD noise
<OPERATOR>=
<QC BATCH>=
<CONDITIONS>=TYPE YOUR COMMENTS HERE
<DATE>= 6-19-2022
<TIME>= 8:55:16
<RATE>=5Hz
<SIZE>=1950
<SAMP WEIGHT>=100.000000
<STD WEIGHT>=4.000000
<CONTROL FILENAME>=C:\Peak489Win10\CONTROL_FILE\HayN_C2H2_Hydrogenation\C2H2_Hydro_HayN_TCD_off.CON
2,2
6,6
3,3
4,4
4,4
4,4
4,4
7,7
2,2
5,5
3,3
4,4
4,4
4,4
6,6
3,3
0,0
2,2
0,0
5,5
7,7
10,10
35,35
99,99
75,75
45,45
-24,-24
-30,-30
-26,-26
-17,-17
-13,-13
-5,-5
2,2
5,5
9,9
10,10
13,13
10,10
7,7
6,6
7,7
8,8
8,8
6,6
7,7
7,7
7,7
5,5
6,6
3,3
4,4
5,5
8,8
5,5
7,7
4,4
8,8
5,5
6,6
7,7
7,7
3,3
6,6
7,7
9,9
6,6
5,5
4,4
5,5
8,8
12,12
9,9
6,6
8,8
6,6
7,7
10,10
10,10
10,10
8,8
6,6
8,8
9,9
9,9
7,7
10,10
6,6
8,8
8,8
4,4
6,6
9,9
11,11
11,11
9,9
11,11
11,11
11,11
9,9
6,6
7,7
7,7
8,8
9,9
7,7
8,8
6,6
7,7
8,8
6,6
8,8
8,8
9,9
10,10
10,10
11,11
11,11
11,11
12,12
13,13
10,10
11,11
11,11
11,11
13,13
13,13
13,13
11,11
13,13
13,13
11,11
10,10
7,7
7,7
10,10
10,10
8,8
7,7
9,9
7,7
8,8
11,11
11,11
12,12
14,14
15,15
18,18
17,17
13,13
11,11
10,10
9,9
10,10
10,10
11,11
12,12
10,10
9,9
8,8
7,7
9,9
7,7
8,8
8,8
8,8
6,6
5,5
7,7
8,8
8,8
6,6
7,7
8,8
11,11
11,11
8,8
7,7
4,4
9,9
8,8
10,10
2,2
5,5
3,3
6,6
7,7
8,8
8,8
8,8
2,2
4,4
4,4
5,5
5,5
5,5
7,7
8,8
11,11
11,11
11,11
11,11
11,11
11,11
14,14
11,11
12,12
5,5
8,8
8,8
13,13
13,13
11,11
4,4
9,9
11,11
16,16
11,11
14,14
14,14
15,15
15,15
16,16
16,16
16,16
17,17
17,17
15,15
14,14
18,18
15,15
13,13
9,9
9,9
8,8
10,10
10,10
11,11
11,11
11,11
9,9
5,5
3,3
3,3
5,5
8,8
6,6
3,3
3,3
0,0
5,5
6,6
6,6
7,7
1,1
2,2
1,1
3,3
8,8
6,6
7,7
4,4
5,5
5,5
5,5
5,5
5,5
0,0
-2,-2
-2,-2
-3,-3
-2,-2
-2,-2
-2,-2
-1,-1
0,0
1,1
1,1
-1,-1
1,1
2,2
6,6
3,3
4,4
4,4
7,7
7,7
7,7
8,8
6,6
7,7
5,5
6,6
7,7
8,8
6,6
7,7
2,2
4,4
4,4
5,5
7,7
8,8
9,9
7,7
4,4
0,0
2,2
3,3
3,3
4,4
5,5
5,5
5,5
5,5
5,5
2,2
1,1
3,3
4,4
8,8
6,6
7,7
7,7
7,7
8,8
3,3
5,5
-1,-1
-2,-2
-3,-3
0,0
3,3
2,2
5,5
1,1
4,4
5,5
5,5
5,5
0,0
1,1
1,1
-3,-3
0,0
0,0
0,0
0,0
1,1
2,2
2,2
2,2
0,0
2,2
5,5
5,5
3,3
0,0
3,3
1,1
5,5
5,5
8,8
8,8
8,8
11,11
9,9
11,11
12,12
10,10
11,11
11,11
11,11
12,12
10,10
9,9
7,7
8,8
8,8
11,11
10,10
11,11
6,6
8,8
11,11
4,4
6,6
2,2
7,7
6,6
7,7
7,7
8,8
9,9
7,7
5,5
3,3
0,0
0,0
1,1
5,5
9,9
11,11
10,10
11,11
7,7
8,8
8,8
8,8
11,11
8,8
6,6
5,5
7,7
8,8
15,15
19,19
29,29
42,42
54,54
84,84
112,112
152,152
213,213
283,283
416,416
538,538
707,707
926,926
1201,1201
1644,1644
2026,2026
2542,2542
3157,3157
3890,3890
4968,4968
5838,5838
6967,6967
8232,8232
9631,9631
11496,11496
12905,12905
14656,14656
16481,16481
18341,18341
20532,20532
22046,22046
23817,23817
25488,25488
27026,27026
28487,28487
29352,29352
30232,30232
30850,30850
31197,31197
31072,31072
30790,30790
30301,30301
29581,29581
28648,28648
27170,27170
26008,26008
24539,24539
22990,22990
21382,21382
19461,19461
18110,18110
16522,16522
14983,14983
13502,13502
11932,11932
10883,10883
9698,9698
8612,8612
7635,7635
6664,6664
6040,6040
5342,5342
4732,4732
4204,4204
3709,3709
3400,3400
3059,3059
2773,2773
2544,2544
2357,2357
2251,2251
2150,2150
2088,2088
2063,2063
2124,2124
2206,2206
2337,2337
2525,2525
2769,2769
3195,3195
3561,3561
4066,4066
4660,4660
5355,5355
6379,6379
7204,7204
8296,8296
9506,9506
10850,10850
12662,12662
14055,14055
15802,15802
17664,17664
19642,19642
22109,22109
23905,23905
26072,26072
28267,28267
30436,30436
32893,32893
34582,34582
36533,36533
38331,38331
39966,39966
41437,41437
42365,42365
43305,43305
44020,44020
44448,44448
44391,44391
44168,44168
43733,43733
43079,43079
42156,42156
40669,40669
39450,39450
37908,37908
36201,36201
34392,34392
32126,32126
30479,30479
28483,28483
26470,26470
24466,24466
22230,22230
20670,20670
18844,18844
17098,17098
15456,15456
13729,13729
12567,12567
11233,11233
10013,10013
8890,8890
7787,7787
7071,7071
6259,6259
5529,5529
4878,4878
4248,4248
3852,3852
3405,3405
3019,3019
2676,2676
2363,2363
2163,2163
1944,1944
1760,1760
1601,1601
1460,1460
1377,1377
1288,1288
1229,1229
1185,1185
1171,1171
1174,1174
1198,1198
1243,1243
1317,1317
1469,1469
1606,1606
1793,1793
2021,2021
2308,2308
2746,2746
3111,3111
3593,3593
4150,4150
4791,4791
5707,5707
6440,6440
7387,7387
8442,8442
9603,9603
11164,11164
12371,12371
13904,13904
15546,15546
17293,17293
19511,19511
21149,21149
23160,23160
25242,25242
27368,27368
29925,29925
31715,31715
33858,33858
35964,35964
37997,37997
40222,40222
41687,41687
43372,43372
44906,44906
46256,46256
47485,47485
48201,48201
48924,48924
49425,49425
49708,49708
49575,49575
49329,49329
48894,48894
48262,48262
47418,47418
46051,46051
44957,44957
43572,43572
42055,42055
40422,40422
38354,38354
36834,36834
34989,34989
33103,33103
31188,31188
28979,28979
27413,27413
25569,25569
23765,23765
22009,22009
20098,20098
18793,18793
17296,17296
15887,15887
14560,14560
13151,13151
12210,12210
11140,11140
10159,10159
9273,9273
8367,8367
7768,7768
7085,7085
6474,6474
5926,5926
5380,5380
5021,5021
4622,4622
4263,4263
3945,3945
3637,3637
3442,3442
3215,3215
3013,3013
2831,2831
2649,2649
2532,2532
2398,2398
2274,2274
2164,2164
2055,2055
1982,1982
1901,1901
1826,1826
1756,1756
1688,1688
1642,1642
1590,1590
1537,1537
1497,1497
1446,1446
1412,1412
1370,1370
1331,1331
1298,1298
1263,1263
1237,1237
1209,1209
1180,1180
1148,1148
1122,1122
1104,1104
1086,1086
1063,1063
1046,1046
1020,1020
1003,1003
984,984
965,965
948,948
930,930
920,920
905,905
893,893
874,874
854,854
839,839
825,825
815,815
803,803
791,791
781,781
770,770
758,758
752,752
739,739
734,734
722,722
715,715
703,703
689,689
680,680
669,669
662,662
656,656
646,646
636,636
630,630
623,623
618,618
609,609
600,600
592,592
586,586
581,581
580,580
575,575
572,572
565,565
561,561
553,553
549,549
549,549
546,546
540,540
532,532
527,527
524,524
518,518
516,516
504,504
501,501
498,498
491,491
493,493
483,483
480,480
474,474
473,473
465,465
462,462
458,458
455,455
448,448
444,444
440,440
437,437
432,432
435,435
425,425
427,427
422,422
424,424
416,416
412,412
406,406
405,405
402,402
402,402
401,401
397,397
393,393
390,390
390,390
385,385
384,384
383,383
377,377
374,374
371,371
371,371
369,369
362,362
357,357
355,355
355,355
350,350
350,350
345,345
344,344
344,344
342,342
338,338
336,336
336,336
333,333
328,328
328,328
329,329
327,327
326,326
322,322
320,320
318,318
312,312
313,313
314,314
310,310
