power [mW],c2h2,c2h4,c2h6
50.0,10.595956622014189,0.0,0.0
125.0,14.585274986999897,8.062314099339211,0.0
200.0,33.945380170474444,53.47934161899996,0.0
275.0,37.02604832920811,65.94809857097154,0.0
