,20,40,60,80,100
405,0.514,0.9391812499999999,1.2258732142857145,1.4729999999999999,1.737
406,0.485,0.8791125,1.154075,1.3900374999999996,1.6511127435064936
407,0.4494937500000001,0.8069999999999998,1.0639999999999996,1.2916562499999997,1.552
408,0.4239116071428571,0.7531910714285714,0.9989187500000003,1.2199633928571427,1.4795375000000004
409,0.3963946428571428,0.6969999999999998,0.9294750000000003,1.1431080357142858,1.4028404761904762
410,0.375,0.6529999999999999,0.8750133928571427,1.0822642857142857,1.3393330357142854
411,0.35506607142857144,0.6134017857142858,0.8256339285714285,1.0270000000000001,1.2802679383116886
412,0.3340000000000001,0.5700000000000001,0.770079464285714,0.9629999999999999,1.2102133928571428
413,0.31809999999999994,0.5379723214285714,0.7270000000000001,0.9109999999999999,1.148857142857143
414,0.302,0.5060000000000001,0.683,0.8559401785714286,1.0799544642857146
415,0.2909999999999999,0.48199999999999976,0.6460133928571429,0.8039999999999999,1.0080250000000004
416,0.278,0.4549999999999999,0.6060000000000001,0.751,0.9371169642857143
417,0.26842589285714286,0.43510486111111096,0.57519375,0.706,0.8758196428571428
418,0.2582642857142857,0.41200000000000003,0.538,0.65323125,0.802458035714286
419,0.25200000000000006,0.3959999999999998,0.5120000000000001,0.6130553571428571,0.749632142857143
420,0.24601428571428569,0.3819999999999999,0.489,0.5805821428571429,0.7080000000000001
421,0.24045208333333323,0.368,0.4659999999999999,0.548,0.6722705357142859
422,0.23601875000000003,0.3569999999999999,0.44910625,0.526,0.6510062500000002
423,0.23099375000000003,0.3439999999999999,0.4299999999999999,0.502,0.6330839285714286
424,0.22773928571428578,0.3360000000000001,0.41899999999999993,0.489,0.629980357142857
425,0.22399999999999998,0.3279999999999999,0.40800000000000003,0.4790000000000001,0.6359589285714286
426,0.22096924603174606,0.321,0.3979026785714286,0.46998125,0.6370125000000002
427,0.21700000000000003,0.31340357142857145,0.38761517857142846,0.46105625000000006,0.6401107142857144
428,0.21199999999999997,0.304,0.375,0.4528633928571429,0.6449
