tot_flow [sccm],c2h2,c2h4,c2h6
10.0,324.02807743824746,320.94970426557586,0.0
20.0,38.51236881331054,33.94538017047451,0.0
30.0,9.72351665799988,10.871222113819782,0.0
40.0,4.2104062199751215,4.861758328999997,0.0
50.0,8.062314099339469,0.0,0.0
